"Year","Site","Block","Paddock","Drought","Grazing","Plot","slope_simple","npp_type","npp_gm2"
2020,"TB",1,2,99,"HHMMM",2,1,"ANPP",37.85
2020,"TB",1,2,99,"HHMMM",2,1,"BNPP",109.437842749646
2020,"TB",1,2,99,"HHMMM",2,1,"totNPP",147.287842749646
2020,"TB",1,3,0,"MLLMM",7,1,"ANPP",45
2020,"TB",1,3,0,"MLLMM",7,1,"BNPP",149.504002562474
2020,"TB",1,3,0,"MLLMM",7,1,"totNPP",194.504002562474
2020,"TB",1,3,0,"MLLMM",9,1,"ANPP",29
2020,"TB",1,3,0,"MLLMM",9,1,"BNPP",142.437615765291
2020,"TB",1,3,0,"MLLMM",9,1,"totNPP",171.437615765291
2020,"TB",1,3,25,"MLLMM",12,1,"ANPP",49.3
2020,"TB",1,3,25,"MLLMM",12,1,"BNPP",162.901142410457
2020,"TB",1,3,25,"MLLMM",12,1,"totNPP",212.201142410457
2020,"TB",1,3,50,"MLLMM",11,1,"ANPP",40.3
2020,"TB",1,3,50,"MLLMM",11,1,"BNPP",113.898963194544
2020,"TB",1,3,50,"MLLMM",11,1,"totNPP",154.198963194544
2020,"TB",1,3,75,"MLLMM",8,1,"ANPP",36.95
2020,"TB",1,3,75,"MLLMM",8,1,"BNPP",104.216025303915
2020,"TB",1,3,75,"MLLMM",8,1,"totNPP",141.166025303915
2020,"TB",1,3,99,"MLLMM",10,1,"ANPP",33.3
2020,"TB",1,3,99,"MLLMM",10,1,"BNPP",152.385447138817
2020,"TB",1,3,99,"MLLMM",10,1,"totNPP",185.685447138817
2020,"TB",2,1,0,"MMMMM",25,1,"ANPP",31.1
2020,"TB",2,1,0,"MMMMM",25,1,"BNPP",129.149916910542
2020,"TB",2,1,0,"MMMMM",25,1,"totNPP",160.249916910542
2020,"TB",2,1,0,"MMMMM",29,1,"ANPP",36.8
2020,"TB",2,1,0,"MMMMM",29,1,"BNPP",201.718390463681
2020,"TB",2,1,0,"MMMMM",29,1,"totNPP",238.518390463681
2020,"TB",2,1,25,"MMMMM",30,1,"ANPP",60.3
2020,"TB",2,1,25,"MMMMM",30,1,"BNPP",200.223305499676
2020,"TB",2,1,25,"MMMMM",30,1,"totNPP",260.523305499676
2020,"TB",2,1,50,"MMMMM",27,1,"ANPP",33.45
2020,"TB",2,1,50,"MMMMM",27,1,"BNPP",163.857313500721
2020,"TB",2,1,50,"MMMMM",27,1,"totNPP",197.307313500721
2020,"TB",2,1,75,"MMMMM",26,1,"ANPP",29.05
2020,"TB",2,1,75,"MMMMM",26,1,"BNPP",147.129425454588
2020,"TB",2,1,75,"MMMMM",26,1,"totNPP",176.179425454588
2020,"TB",2,1,99,"MMMMM",28,1,"ANPP",16.7
2020,"TB",2,1,99,"MMMMM",28,1,"BNPP",182.857685297899
2020,"TB",2,1,99,"MMMMM",28,1,"totNPP",199.557685297899
2020,"TB",2,2,0,"HHMMM",20,2,"ANPP",39.1
2020,"TB",2,2,0,"HHMMM",20,2,"BNPP",192.885483085531
2020,"TB",2,2,0,"HHMMM",20,2,"totNPP",231.985483085531
2020,"TB",2,2,0,"HHMMM",23,2,"ANPP",34.95
2020,"TB",2,2,0,"HHMMM",23,2,"BNPP",291.657349198648
2020,"TB",2,2,0,"HHMMM",23,2,"totNPP",326.607349198648
2020,"TB",2,2,25,"HHMMM",24,2,"ANPP",19.7
2020,"TB",2,2,25,"HHMMM",24,2,"BNPP",219.333337774819
2020,"TB",2,2,25,"HHMMM",24,2,"totNPP",239.033337774819
2020,"TB",2,2,50,"HHMMM",19,2,"ANPP",34.2
2020,"TB",2,2,50,"HHMMM",19,2,"BNPP",205.167861408561
2020,"TB",2,2,50,"HHMMM",19,2,"totNPP",239.367861408561
2020,"TB",2,2,75,"HHMMM",22,2,"ANPP",15.9
2020,"TB",2,2,75,"HHMMM",22,2,"BNPP",194.593213850618
2020,"TB",2,2,75,"HHMMM",22,2,"totNPP",210.493213850618
2020,"TB",2,2,99,"HHMMM",21,2,"ANPP",23.5
2020,"TB",2,2,99,"HHMMM",21,2,"BNPP",180.182069760017
2020,"TB",2,2,99,"HHMMM",21,2,"totNPP",203.682069760017
2020,"TB",2,3,0,"MLLMM",34,2,"ANPP",40.95
2020,"TB",2,3,0,"MLLMM",34,2,"BNPP",332.255383343792
2020,"TB",2,3,0,"MLLMM",34,2,"totNPP",373.205383343792
2020,"TB",2,3,0,"MLLMM",36,2,"ANPP",34.3
2020,"TB",2,3,0,"MLLMM",36,2,"BNPP",305.753686511827
2020,"TB",2,3,0,"MLLMM",36,2,"totNPP",340.053686511827
2020,"TB",2,3,25,"MLLMM",32,2,"ANPP",41.8
2020,"TB",2,3,25,"MLLMM",32,2,"BNPP",219.68477081941
2020,"TB",2,3,25,"MLLMM",32,2,"totNPP",261.48477081941
2020,"TB",2,3,50,"MLLMM",35,2,"ANPP",29.7
2020,"TB",2,3,50,"MLLMM",35,2,"BNPP",146.74909883803
2020,"TB",2,3,50,"MLLMM",35,2,"totNPP",176.44909883803
2020,"TB",2,3,75,"MLLMM",33,2,"ANPP",46.95
2020,"TB",2,3,75,"MLLMM",33,2,"BNPP",248.041277988725
2020,"TB",2,3,75,"MLLMM",33,2,"totNPP",294.991277988725
2020,"TB",2,3,99,"MLLMM",31,2,"ANPP",23.7
2020,"TB",2,3,99,"MLLMM",31,2,"BNPP",178.492597875306
2020,"TB",2,3,99,"MLLMM",31,2,"totNPP",202.192597875306
2020,"TB",3,1,0,"MMMMM",52,2,"ANPP",35.1
2020,"TB",3,1,0,"MMMMM",52,2,"BNPP",168.936895266944
2020,"TB",3,1,0,"MMMMM",52,2,"totNPP",204.036895266944
2020,"TB",3,1,0,"MMMMM",53,2,"ANPP",31.9
2020,"TB",3,1,0,"MMMMM",53,2,"BNPP",185.601074342257
2020,"TB",3,1,0,"MMMMM",53,2,"totNPP",217.501074342257
2020,"TB",3,1,25,"MMMMM",50,2,"ANPP",25.65
2020,"TB",3,1,25,"MMMMM",50,2,"BNPP",142.767997834548
2020,"TB",3,1,25,"MMMMM",50,2,"totNPP",168.417997834548
2020,"TB",3,1,50,"MMMMM",49,2,"ANPP",36.8
2020,"TB",3,1,50,"MMMMM",49,2,"BNPP",127.808849556354
2020,"TB",3,1,50,"MMMMM",49,2,"totNPP",164.608849556354
2020,"TB",3,1,75,"MMMMM",54,2,"ANPP",39.9
2020,"TB",3,1,75,"MMMMM",54,2,"BNPP",185.17907107963
2020,"TB",3,1,75,"MMMMM",54,2,"totNPP",225.07907107963
2020,"TB",3,1,99,"MMMMM",51,2,"ANPP",23.4
2020,"TB",3,1,99,"MMMMM",51,2,"BNPP",136.853613230399
2020,"TB",3,1,99,"MMMMM",51,2,"totNPP",160.253613230399
2020,"TB",3,2,0,"HHMMM",43,1,"ANPP",41.4
2020,"TB",3,2,0,"HHMMM",43,1,"BNPP",143.656168009411
2020,"TB",3,2,0,"HHMMM",43,1,"totNPP",185.056168009411
2020,"TB",3,2,0,"HHMMM",48,1,"ANPP",27.65
2020,"TB",3,2,0,"HHMMM",48,1,"BNPP",142.598347839247
2020,"TB",3,2,0,"HHMMM",48,1,"totNPP",170.248347839247
2020,"TB",3,2,25,"HHMMM",44,1,"ANPP",24
2020,"TB",3,2,25,"HHMMM",44,1,"BNPP",118.862368241944
2020,"TB",3,2,25,"HHMMM",44,1,"totNPP",142.862368241944
2020,"TB",3,2,50,"HHMMM",45,1,"ANPP",24.85
2020,"TB",3,2,50,"HHMMM",45,1,"BNPP",119.444753563184
2020,"TB",3,2,50,"HHMMM",45,1,"totNPP",144.294753563184
2020,"TB",3,2,75,"HHMMM",46,1,"ANPP",28.15
2020,"TB",3,2,75,"HHMMM",46,1,"BNPP",87.5750694447307
2020,"TB",3,2,75,"HHMMM",46,1,"totNPP",115.725069444731
2020,"TB",3,2,99,"HHMMM",47,1,"ANPP",21.2
2020,"TB",3,2,99,"HHMMM",47,1,"BNPP",109.48653774705
2020,"TB",3,2,99,"HHMMM",47,1,"totNPP",130.68653774705
2020,"TB",3,3,0,"MLLMM",39,1,"ANPP",38
2020,"TB",3,3,0,"MLLMM",39,1,"BNPP",NA
2020,"TB",3,3,0,"MLLMM",39,1,"totNPP",NA
2020,"TB",3,3,0,"MLLMM",41,1,"ANPP",47.55
2020,"TB",3,3,0,"MLLMM",41,1,"BNPP",167.172532505089
2020,"TB",3,3,0,"MLLMM",41,1,"totNPP",214.722532505089
2020,"TB",3,3,25,"MLLMM",38,1,"ANPP",44.85
2020,"TB",3,3,25,"MLLMM",38,1,"BNPP",131.671333496968
2020,"TB",3,3,25,"MLLMM",38,1,"totNPP",176.521333496968
2020,"TB",3,3,50,"MLLMM",42,1,"ANPP",39.25
2020,"TB",3,3,50,"MLLMM",42,1,"BNPP",130.775764537057
2020,"TB",3,3,50,"MLLMM",42,1,"totNPP",170.025764537057
2020,"TB",3,3,75,"MLLMM",37,1,"ANPP",32.95
2020,"TB",3,3,75,"MLLMM",37,1,"BNPP",42.5553034123166
2020,"TB",3,3,75,"MLLMM",37,1,"totNPP",75.5053034123166
2020,"TB",3,3,99,"MLLMM",40,1,"ANPP",11.7
2020,"TB",3,3,99,"MLLMM",40,1,"BNPP",126.400649437539
2020,"TB",3,3,99,"MLLMM",40,1,"totNPP",138.100649437539
2021,"TB",1,1,0,"MMMMM",15,2,"ANPP",91.8
2021,"TB",1,1,0,"MMMMM",15,2,"BNPP",218.680452385243
2021,"TB",1,1,0,"MMMMM",15,2,"totNPP",310.480452385243
2021,"TB",1,1,0,"MMMMM",17,2,"ANPP",38.5
2021,"TB",1,1,0,"MMMMM",17,2,"BNPP",232.172395560357
2021,"TB",1,1,0,"MMMMM",17,2,"totNPP",270.672395560357
2021,"TB",1,1,25,"MMMMM",16,2,"ANPP",73.6
2021,"TB",1,1,25,"MMMMM",16,2,"BNPP",247.558352007006
2021,"TB",1,1,25,"MMMMM",16,2,"totNPP",321.158352007006
2021,"TB",1,1,50,"MMMMM",13,2,"ANPP",46.7
2021,"TB",1,1,50,"MMMMM",13,2,"BNPP",187.23256817349
2021,"TB",1,1,50,"MMMMM",13,2,"totNPP",233.93256817349
2021,"TB",1,1,75,"MMMMM",14,2,"ANPP",50.75
2021,"TB",1,1,75,"MMMMM",14,2,"BNPP",189.247617890666
2021,"TB",1,1,75,"MMMMM",14,2,"totNPP",239.997617890666
2021,"TB",1,1,99,"MMMMM",18,2,"ANPP",56.05
2021,"TB",1,1,99,"MMMMM",18,2,"BNPP",186.215524850361
2021,"TB",1,1,99,"MMMMM",18,2,"totNPP",242.265524850361
2021,"TB",1,2,0,"HHMMM",3,1,"ANPP",70.95
2021,"TB",1,2,0,"HHMMM",3,1,"BNPP",234.584421634063
2021,"TB",1,2,0,"HHMMM",3,1,"totNPP",305.534421634063
2021,"TB",1,2,0,"HHMMM",4,1,"ANPP",67.8
2021,"TB",1,2,0,"HHMMM",4,1,"BNPP",148.695157266518
2021,"TB",1,2,0,"HHMMM",4,1,"totNPP",216.495157266518
2021,"TB",1,2,25,"HHMMM",6,1,"ANPP",99.4
2021,"TB",1,2,25,"HHMMM",6,1,"BNPP",158.266168467031
2021,"TB",1,2,25,"HHMMM",6,1,"totNPP",257.666168467031
2021,"TB",1,2,50,"HHMMM",5,1,"ANPP",83.75
2021,"TB",1,2,50,"HHMMM",5,1,"BNPP",148.135969985596
2021,"TB",1,2,50,"HHMMM",5,1,"totNPP",231.885969985596
2021,"TB",1,2,75,"HHMMM",1,1,"ANPP",52.85
2021,"TB",1,2,75,"HHMMM",1,1,"BNPP",176.92788639104
2021,"TB",1,2,75,"HHMMM",1,1,"totNPP",229.77788639104
2021,"TB",1,2,99,"HHMMM",2,1,"ANPP",36.2
2021,"TB",1,2,99,"HHMMM",2,1,"BNPP",198.253931170293
2021,"TB",1,2,99,"HHMMM",2,1,"totNPP",234.453931170293
2021,"TB",1,3,0,"MLLMM",7,1,"ANPP",36.3
2021,"TB",1,3,0,"MLLMM",7,1,"BNPP",189.679713174051
2021,"TB",1,3,0,"MLLMM",7,1,"totNPP",225.979713174051
2021,"TB",1,3,0,"MLLMM",9,1,"ANPP",39.25
2021,"TB",1,3,0,"MLLMM",9,1,"BNPP",231.650720820694
2021,"TB",1,3,0,"MLLMM",9,1,"totNPP",270.900720820694
2021,"TB",1,3,25,"MLLMM",12,1,"ANPP",41.95
2021,"TB",1,3,25,"MLLMM",12,1,"BNPP",238.581234195059
2021,"TB",1,3,25,"MLLMM",12,1,"totNPP",280.531234195059
2021,"TB",1,3,50,"MLLMM",11,1,"ANPP",62.05
2021,"TB",1,3,50,"MLLMM",11,1,"BNPP",141.612420642996
2021,"TB",1,3,50,"MLLMM",11,1,"totNPP",203.662420642996
2021,"TB",1,3,75,"MLLMM",8,1,"ANPP",26.7
2021,"TB",1,3,75,"MLLMM",8,1,"BNPP",200.189983679159
2021,"TB",1,3,75,"MLLMM",8,1,"totNPP",226.889983679159
2021,"TB",1,3,99,"MLLMM",10,1,"ANPP",20.65
2021,"TB",1,3,99,"MLLMM",10,1,"BNPP",213.148878074937
2021,"TB",1,3,99,"MLLMM",10,1,"totNPP",233.798878074937
2021,"TB",2,1,0,"MMMMM",25,1,"ANPP",15.35
2021,"TB",2,1,0,"MMMMM",25,1,"BNPP",127.831538372694
2021,"TB",2,1,0,"MMMMM",25,1,"totNPP",143.181538372694
2021,"TB",2,1,0,"MMMMM",29,1,"ANPP",84.45
2021,"TB",2,1,0,"MMMMM",29,1,"BNPP",196.51825255003
2021,"TB",2,1,0,"MMMMM",29,1,"totNPP",280.96825255003
2021,"TB",2,1,25,"MMMMM",30,1,"ANPP",36.15
2021,"TB",2,1,25,"MMMMM",30,1,"BNPP",181.502419167906
2021,"TB",2,1,25,"MMMMM",30,1,"totNPP",217.652419167906
2021,"TB",2,1,50,"MMMMM",27,1,"ANPP",39.3
2021,"TB",2,1,50,"MMMMM",27,1,"BNPP",166.87480121702
2021,"TB",2,1,50,"MMMMM",27,1,"totNPP",206.17480121702
2021,"TB",2,1,75,"MMMMM",26,1,"ANPP",36.5
2021,"TB",2,1,75,"MMMMM",26,1,"BNPP",195.917244805069
2021,"TB",2,1,75,"MMMMM",26,1,"totNPP",232.417244805069
2021,"TB",2,1,99,"MMMMM",28,1,"ANPP",14.65
2021,"TB",2,1,99,"MMMMM",28,1,"BNPP",161.833208051645
2021,"TB",2,1,99,"MMMMM",28,1,"totNPP",176.483208051645
2021,"TB",2,2,0,"HHMMM",20,2,"ANPP",41.6
2021,"TB",2,2,0,"HHMMM",20,2,"BNPP",252.685871519063
2021,"TB",2,2,0,"HHMMM",20,2,"totNPP",294.285871519063
2021,"TB",2,2,0,"HHMMM",23,2,"ANPP",39.1
2021,"TB",2,2,0,"HHMMM",23,2,"BNPP",226.663197369805
2021,"TB",2,2,0,"HHMMM",23,2,"totNPP",265.763197369805
2021,"TB",2,2,25,"HHMMM",24,2,"ANPP",21.75
2021,"TB",2,2,25,"HHMMM",24,2,"BNPP",307.208136111027
2021,"TB",2,2,25,"HHMMM",24,2,"totNPP",328.958136111027
2021,"TB",2,2,50,"HHMMM",19,2,"ANPP",29.3
2021,"TB",2,2,50,"HHMMM",19,2,"BNPP",191.920349619681
2021,"TB",2,2,50,"HHMMM",19,2,"totNPP",221.220349619681
2021,"TB",2,2,75,"HHMMM",22,2,"ANPP",14
2021,"TB",2,2,75,"HHMMM",22,2,"BNPP",208.72715482488
2021,"TB",2,2,75,"HHMMM",22,2,"totNPP",222.72715482488
2021,"TB",2,2,99,"HHMMM",21,2,"ANPP",16.35
2021,"TB",2,2,99,"HHMMM",21,2,"BNPP",241.709922761426
2021,"TB",2,2,99,"HHMMM",21,2,"totNPP",258.059922761426
2021,"TB",2,3,0,"MLLMM",34,2,"ANPP",50.45
2021,"TB",2,3,0,"MLLMM",34,2,"BNPP",186.962994058538
2021,"TB",2,3,0,"MLLMM",34,2,"totNPP",237.412994058538
2021,"TB",2,3,0,"MLLMM",36,2,"ANPP",12.55
2021,"TB",2,3,0,"MLLMM",36,2,"BNPP",230.280270361319
2021,"TB",2,3,0,"MLLMM",36,2,"totNPP",242.830270361319
2021,"TB",2,3,25,"MLLMM",32,2,"ANPP",31.2
2021,"TB",2,3,25,"MLLMM",32,2,"BNPP",190.462525772225
2021,"TB",2,3,25,"MLLMM",32,2,"totNPP",221.662525772225
2021,"TB",2,3,50,"MLLMM",35,2,"ANPP",22.75
2021,"TB",2,3,50,"MLLMM",35,2,"BNPP",188.429435021833
2021,"TB",2,3,50,"MLLMM",35,2,"totNPP",211.179435021833
2021,"TB",2,3,75,"MLLMM",33,2,"ANPP",35.7
2021,"TB",2,3,75,"MLLMM",33,2,"BNPP",190.861471672695
2021,"TB",2,3,75,"MLLMM",33,2,"totNPP",226.561471672695
2021,"TB",2,3,99,"MLLMM",31,2,"ANPP",29.5
2021,"TB",2,3,99,"MLLMM",31,2,"BNPP",150.328436146251
2021,"TB",2,3,99,"MLLMM",31,2,"totNPP",179.828436146251
2021,"TB",3,1,0,"MMMMM",52,2,"ANPP",35.5
2021,"TB",3,1,0,"MMMMM",52,2,"BNPP",168.789794408765
2021,"TB",3,1,0,"MMMMM",52,2,"totNPP",204.289794408765
2021,"TB",3,1,0,"MMMMM",53,2,"ANPP",47.75
2021,"TB",3,1,0,"MMMMM",53,2,"BNPP",180.198561243641
2021,"TB",3,1,0,"MMMMM",53,2,"totNPP",227.948561243641
2021,"TB",3,1,25,"MMMMM",50,2,"ANPP",47.1
2021,"TB",3,1,25,"MMMMM",50,2,"BNPP",126.131910505088
2021,"TB",3,1,25,"MMMMM",50,2,"totNPP",173.231910505088
2021,"TB",3,1,50,"MMMMM",49,2,"ANPP",43.45
2021,"TB",3,1,50,"MMMMM",49,2,"BNPP",215.475661825664
2021,"TB",3,1,50,"MMMMM",49,2,"totNPP",258.925661825664
2021,"TB",3,1,75,"MMMMM",54,2,"ANPP",13.5
2021,"TB",3,1,75,"MMMMM",54,2,"BNPP",253.164449426401
2021,"TB",3,1,75,"MMMMM",54,2,"totNPP",266.664449426401
2021,"TB",3,1,99,"MMMMM",51,2,"ANPP",16
2021,"TB",3,1,99,"MMMMM",51,2,"BNPP",78.2722164851252
2021,"TB",3,1,99,"MMMMM",51,2,"totNPP",94.2722164851252
2021,"TB",3,2,0,"HHMMM",43,1,"ANPP",54.2
2021,"TB",3,2,0,"HHMMM",43,1,"BNPP",193.041105602832
2021,"TB",3,2,0,"HHMMM",43,1,"totNPP",247.241105602832
2021,"TB",3,2,0,"HHMMM",48,1,"ANPP",40.75
2021,"TB",3,2,0,"HHMMM",48,1,"BNPP",121.397017066881
2021,"TB",3,2,0,"HHMMM",48,1,"totNPP",162.147017066881
2021,"TB",3,2,25,"HHMMM",44,1,"ANPP",47.05
2021,"TB",3,2,25,"HHMMM",44,1,"BNPP",169.610756898128
2021,"TB",3,2,25,"HHMMM",44,1,"totNPP",216.660756898128
2021,"TB",3,2,50,"HHMMM",45,1,"ANPP",30.65
2021,"TB",3,2,50,"HHMMM",45,1,"BNPP",156.568148156378
2021,"TB",3,2,50,"HHMMM",45,1,"totNPP",187.218148156378
2021,"TB",3,2,75,"HHMMM",46,1,"ANPP",18.05
2021,"TB",3,2,75,"HHMMM",46,1,"BNPP",190.571817078497
2021,"TB",3,2,75,"HHMMM",46,1,"totNPP",208.621817078497
2021,"TB",3,2,99,"HHMMM",47,1,"ANPP",46.3
2021,"TB",3,2,99,"HHMMM",47,1,"BNPP",134.98664457195
2021,"TB",3,2,99,"HHMMM",47,1,"totNPP",181.28664457195
2021,"TB",3,3,0,"MLLMM",39,1,"ANPP",26.9
2021,"TB",3,3,0,"MLLMM",39,1,"BNPP",205.083973463448
2021,"TB",3,3,0,"MLLMM",39,1,"totNPP",231.983973463448
2021,"TB",3,3,0,"MLLMM",41,1,"ANPP",32.65
2021,"TB",3,3,0,"MLLMM",41,1,"BNPP",125.881112891988
2021,"TB",3,3,0,"MLLMM",41,1,"totNPP",158.531112891988
2021,"TB",3,3,25,"MLLMM",38,1,"ANPP",46.9
2021,"TB",3,3,25,"MLLMM",38,1,"BNPP",154.610400554546
2021,"TB",3,3,25,"MLLMM",38,1,"totNPP",201.510400554546
2021,"TB",3,3,50,"MLLMM",42,1,"ANPP",51.45
2021,"TB",3,3,50,"MLLMM",42,1,"BNPP",128.412739014071
2021,"TB",3,3,50,"MLLMM",42,1,"totNPP",179.862739014071
2021,"TB",3,3,75,"MLLMM",37,1,"ANPP",32.65
2021,"TB",3,3,75,"MLLMM",37,1,"BNPP",126.413839760297
2021,"TB",3,3,75,"MLLMM",37,1,"totNPP",159.063839760297
2021,"TB",3,3,99,"MLLMM",40,1,"ANPP",46.9
2021,"TB",3,3,99,"MLLMM",40,1,"BNPP",122.798169060385
2021,"TB",3,3,99,"MLLMM",40,1,"totNPP",169.698169060385
2022,"TB",1,1,0,"MMMMM",15,2,"ANPP",143.9
2022,"TB",1,1,0,"MMMMM",15,2,"BNPP",99.8582166159522
2022,"TB",1,1,0,"MMMMM",15,2,"totNPP",243.758216615952
2022,"TB",1,1,0,"MMMMM",17,2,"ANPP",102.4
2022,"TB",1,1,0,"MMMMM",17,2,"BNPP",131.725644630423
2022,"TB",1,1,0,"MMMMM",17,2,"totNPP",234.125644630423
2022,"TB",1,1,25,"MMMMM",16,2,"ANPP",83.55
2022,"TB",1,1,25,"MMMMM",16,2,"BNPP",120.830330828874
2022,"TB",1,1,25,"MMMMM",16,2,"totNPP",204.380330828874
2022,"TB",1,1,50,"MMMMM",13,2,"ANPP",147.95
